id,age,age_group,gender,race,education,partyid,libcon,fo_dei,fo_jus_soli,fo_ukraine_mil,fo_israel_mil,fo_reduce_unequal,fo_schoolvax,fo_trans_mil,harris_likes,harris_dislikes,trump_likes,trump_dislikes,mipp_1,harris_therm,trump_therm
141957,43,35-44,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",7. Strong Republican,7. Extremely conservative,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,1. Favor a great deal,2. Favor a moderate amount,4. Neither favor nor oppose,7. Oppose a great deal,NA,I as a woman do[CHAR(10)]not believe a woman should be president.,He stands for the people and he does what he says he will,NA,Aiding other countries more than/before our own citizens,0,90
141958,39,35-44,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",7. Strong Republican,6. Conservative,4. Neither favor nor oppose,7. Oppose a great deal,7. Oppose a great deal,2. Favor moderately,2. Favor a moderate amount,1. Favor a great deal,4. Neither favor nor oppose,NA,she is a horrible human being,he stands up for the middle class,NA,Gas prices in california are off the charts. They keep raising minimum wages which keeps increasing the cost of everything else,0,85
141959,35,35-44,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,5. Independent-Republican,5. Slightly conservative,6. Oppose a moderate amount,2. Favor moderately,7. Oppose a great deal,7. Oppose a great deal,1. Favor a great deal,7. Oppose a great deal,2. Favor a moderate amount,womans reproductive rights,"anti 2nd amendment, open borders, no ID needed to vote, non-citizens running for political office",boarder control. supports the 2nd amendment,"anti union, too conservative",division among citizens,70,60
141960,35,35-44,1. Man,"1. White, non-Hispanic",4. Bachelor's degree,7. Strong Republican,6. Conservative,7. Oppose a great deal,2. Favor moderately,6. Oppose moderately,2. Favor moderately,2. Favor a moderate amount,4. Neither favor nor oppose,7. Oppose a great deal,NA,Her record is horrible and she is untrustworthy,"Everything, boarder, economy, global politics",NA,"economy, inflation",0,95
141961,29,25-34,1. Man,"6. Multiple races, non-Hispanic","3. Some post-high school, no bachelor's degree",3. Independent-Democrat,4. Moderate; middle of the road,1. Favor a great deal,1. Favor a great deal,4. Neither favor nor oppose,7. Oppose a great deal,-6. No post interview,-6. No post interview,-6. No post interview,NA,As a candidate commander Karmla Harris  seems out of touch with the people. Mrs Harris comes off as fake. it offene seems as if she's saying what she thinks you want to hear. Respectfully Mrs Harris is full of hot air.,NA,"As a candidate Donald Trump has proven s heself to be a racist, heartless and less caring about the country and it people. I feel as though he wants to be President. Just because it will be another win umder his belt, rather then to do anything productive for the country peopleor future.[CHAR(10)]",NA,NA,NA
141962,34,25-34,2. Woman,"1. White, non-Hispanic",5. Graduate degree,6. Not very strong Republican,5. Slightly conservative,6. Oppose a moderate amount,4. Neither favor nor oppose,5. Oppose a little,5. Oppose a little,7. Oppose a great deal,3. Favor a little,1. Favor a great deal,NA,Rise in cost of living/ taxes,Regain control over the economy,NA,unchecked immigration and the federal reserve,0,80
141964,66,NA,1. Man,"1. White, non-Hispanic",4. Bachelor's degree,5. Independent-Republican,6. Conservative,4. Neither favor nor oppose,4. Neither favor nor oppose,7. Oppose a great deal,6. Oppose moderately,"-7. Insufficient partial, interview deleted","-7. Insufficient partial, interview deleted","-7. Insufficient partial, interview deleted",NA,She cannot make her position clear  She seems to be the puppet for someone elses agenda,He is willing to keep fighting for this country when so many are against him,NA,NA,NA,NA
141965,76,NA,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",1. Strong Democrat,2. Liberal,2. Favor a moderate amount,5. Oppose a little,1. Favor a great deal,1. Favor a great deal,2. Favor a moderate amount,1. Favor a great deal,1. Favor a great deal,"Economy, women's rights, border security, immigration. Keep Donald trump from the presidency who is not for the middle class.",NA,NA,"He will certainly ruin the economy, reduce income tax for the rich and corporations, privatize social security, dispense with the ACA, change medicare and medicaid and more.",Inflation. Cost of every day goods have increased too fast.,85,0
141966,48,45-54,1. Man,3. Hispanic,4. Bachelor's degree,3. Independent-Democrat,5. Slightly conservative,4. Neither favor nor oppose,7. Oppose a great deal,7. Oppose a great deal,7. Oppose a great deal,6. Oppose a moderate amount,1. Favor a great deal,4. Neither favor nor oppose,NA,overly focused on lgbtq issues and nowhere enough on life issues like economy and job market,focus on economy and pro-america views,"bravado, distracting personality and peripheral associations not in line with my political views","economy, future of AI, and role in global infrastructure",40,60
141967,61,55-64,2. Woman,"1. White, non-Hispanic",2. High school credential,7. Strong Republican,4. Moderate; middle of the road,6. Oppose a moderate amount,4. Neither favor nor oppose,4. Neither favor nor oppose,2. Favor moderately,1. Favor a great deal,2. Favor a moderate amount,7. Oppose a great deal,NA,she never answers a question without laughing and she didn’t get into the election on her own she got in because she’s Vice President. she’s not believable,I believe that he did a good job when he was president even though I don’t agree with a lot of what he says he had the country headed in the right direction,I don’t like him as a person but I liked his decisions as the president,imagration,15,70
141969,80,NA,1. Man,"1. White, non-Hispanic",5. Graduate degree,7. Strong Republican,6. Conservative,6. Oppose a moderate amount,6. Oppose moderately,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,7. Oppose a great deal,NA,NA,NA,He alone is responsible for the Jan 6th insurrection.,The lack of discipline  & direction for young people & the resultant lack of respect for authority.,70,15
141970,69,NA,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",5. Independent-Republican,5. Slightly conservative,7. Oppose a great deal,4. Neither favor nor oppose,2. Favor moderately,4. Neither favor nor oppose,7. Oppose a great deal,1. Favor a great deal,6. Oppose a moderate amount,She is a lot more respectful in the manner she speaks,I think she has to many of the Biden agendas and need to pay more attention to the underlying issues,He's a business man and seems to do better with the economy.  He knows you can't keeping giving and giving out freebees and the pot of money remain full with no replenishing it.,I do not like his personality and some of the things he says is just off the wall and he is very prejudice,ECONOMY the unstable job market and looking at government layoffs,60,60
141971,34,25-34,2. Woman,"2. Black, non-Hispanic","3. Some post-high school, no bachelor's degree",1. Strong Democrat,5. Slightly conservative,1. Favor a great deal,1. Favor a great deal,7. Oppose a great deal,7. Oppose a great deal,2. Favor a moderate amount,4. Neither favor nor oppose,4. Neither favor nor oppose,better candidate,NA,NA,worst candidate,Division in America,50,50
141972,48,45-54,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",3. Independent-Democrat,4. Moderate; middle of the road,4. Neither favor nor oppose,6. Oppose moderately,1. Favor a great deal,4. Neither favor nor oppose,2. Favor a moderate amount,1. Favor a great deal,2. Favor a moderate amount,she is making sure that female have control over their own bodies.,NA,NA,he's a felon and was horrible for the country when he was president,"higher prices for goods, and salaries are not rising to cover them",75,25
141973,64,55-64,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",7. Strong Republican,7. Extremely conservative,7. Oppose a great deal,1. Favor a great deal,7. Oppose a great deal,5. Oppose a little,7. Oppose a great deal,"-5. Sufficient partial, breakoff","-5. Sufficient partial, breakoff",NA,she’s incompetent,he is great at what he does in my life was better when he was in charge,NA,"border, economy, inflation",0,100
141975,60,55-64,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",3. Independent-Democrat,2. Liberal,2. Favor a moderate amount,6. Oppose moderately,2. Favor moderately,4. Neither favor nor oppose,4. Neither favor nor oppose,2. Favor a moderate amount,2. Favor a moderate amount,"protection of women's reproductive rights, advocating a strong middle class and over all positive attitude",NA,NA,"January 6th, felony conviction, disregard for national security by mishandling of top secret documents",False information that misrepresents facts.,75,35
141976,42,35-44,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",1. Strong Democrat,1. Extremely liberal,2. Favor a moderate amount,7. Oppose a great deal,1. Favor a great deal,7. Oppose a great deal,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,"I'm hoping she will help codify Row v Wade, or at least push Congress to do so, her tax plan, he stance on immigration, she has far more experience in all 3 branches of government than DJT, her record as a prosecutor, her ability to shut down bullies and how that will hopefully extend to how she deals with Putin, that she's wanting to change how the USA is dealing with Israel, and how she's been handling the federal response to Helene and Milton.",NA,NA,"inciting an insurrection on January 6th, his disrespect for the Constitution, his stance on abortion rights, his environmental policies, his ongoing relationship with Putin and violating the Logan Act, his stance on LGBTQ rights, pulling out of Afghanistan right before Biden took over, his stance on getting rid of Diversity, Equity and Inclusion, his treatment of POC, his stance on labor unions and workers rights and his economic policies that killed our economy are just a few.",Corruption of democracy from Russia and Christian Fundamentalists,60,0
141977,28,25-34,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",1. Strong Democrat,2. Liberal,2. Favor a moderate amount,6. Oppose moderately,3. Favor a little,7. Oppose a great deal,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,"She is extremely qualified, intelligent, and well-spoken. I like her views on abortion and women’s health. It would be incredible to have our first female president.",NA,NA,Donald Trump never answers questions in debates. He makes large claims that he can never back up. His project 2025 would be devastating for this country.,"I think that most people in this country would agree that our economy is failing. I think that the root of this issue is big corporations. On a global level, the most important issue is climate change.",85,0
